Afstemningsområde,Partibogstav,Stemmetal,procent_22
"14. Generationernes Hus, Aarhus Ø",K,500,6.7
"14. Generationernes Hus, Aarhus Ø",NB,118,1.6
"14. Generationernes Hus, Aarhus Ø",SF,544,7.3
"14. Generationernes Hus, Aarhus Ø",LA,1640,22.0
"14. Generationernes Hus, Aarhus Ø",M,994,13.3
"14. Generationernes Hus, Aarhus Ø",DF,38,0.5
"14. Generationernes Hus, Aarhus Ø",FG,22,0.3
"14. Generationernes Hus, Aarhus Ø",V,1124,15.1
"14. Generationernes Hus, Aarhus Ø",ALT,334,4.5
"14. Generationernes Hus, Aarhus Ø",DD,176,2.4
"14. Generationernes Hus, Aarhus Ø",EL,382,5.1
14. Gislinge,UP,6,0.1
14. Gislinge,S,1292,30.0
14. Gislinge,R,52,1.2
14. Gislinge,K,130,3.0
14. Gislinge,NB,270,6.3
14. Gislinge,SF,320,7.4
14. Gislinge,LA,286,6.6
14. Gislinge,M,464,10.8
14. Gislinge,DF,228,5.3
14. Gislinge,FG,6,0.1
14. Gislinge,V,604,14.0
14. Gislinge,ALT,56,1.3
14. Gislinge,DD,474,11.0
14. Gislinge,EL,106,2.5
14. Gundsømagle,UP,8,0.2
14. Gundsømagle,S,1054,26.9
14. Gundsømagle,R,94,2.4
14. Gundsømagle,K,224,5.7
14. Gundsømagle,NB,184,4.7
14. Gundsømagle,SF,330,8.4
14. Gundsømagle,LA,360,9.2
14. Gundsømagle,M,546,14.0
14. Gundsømagle,DF,142,3.6
14. Gundsømagle,FG,8,0.2
14. Gundsømagle,V,534,13.7
14. Gundsømagle,ALT,80,2.0
14. Gundsømagle,DD,258,6.6
14. Gundsømagle,EL,84,2.1
14. Gørslev,UP,4,0.3
14. Gørslev,S,350,22.1
14. Gørslev,R,18,1.1
14. Gørslev,K,64,4.0
14. Gørslev,NB,90,5.7
14. Gørslev,SF,152,9.6
14. Gørslev,LA,108,6.8
14. Gørslev,M,180,11.4
14. Gørslev,DF,92,5.8
14. Gørslev,FG,10,0.6
14. Gørslev,V,296,18.7
14. Gørslev,ALT,24,1.5
14. Gørslev,DD,166,10.5
14. Gørslev,EL,28,1.8
14. Henne,UP,0,0.0
14. Henne,S,200,20.4
14. Henne,R,12,1.2
14. Henne,K,76,7.8
14. Henne,NB,44,4.5
14. Henne,SF,44,4.5
14. Henne,LA,40,4.1
14. Henne,M,90,9.2
14. Henne,DF,28,2.9
14. Henne,FG,0,0.0
14. Henne,V,232,23.7
14. Henne,ALT,8,0.8
14. Henne,DD,156,16.0
14. Henne,EL,18,1.8
14. Herlufmagle,UP,4,0.1
14. Herlufmagle,S,1322,32.6
14. Herlufmagle,R,46,1.1
14. Herlufmagle,K,190,4.7
14. Herlufmagle,NB,240,5.9
14. Herlufmagle,SF,300,7.4
14. Herlufmagle,LA,242,6.0
14. Herlufmagle,M,384,9.5
14. Herlufmagle,DF,234,5.8
14. Herlufmagle,FG,10,0.2
14. Herlufmagle,V,432,10.7
14. Herlufmagle,ALT,52,1.3
14. Herlufmagle,DD,480,11.8
14. Herlufmagle,EL,112,2.8
14. Hillerslev,UP,2,0.1
14. Hillerslev,S,398,23.3
14. Hillerslev,R,12,0.7
14. Hillerslev,K,72,4.2
14. Hillerslev,NB,114,6.7
14. Hillerslev,SF,94,5.5
14. Hillerslev,LA,100,5.9
14. Hillerslev,M,164,9.6
14. Hillerslev,DF,74,4.3
14. Hillerslev,FG,2,0.1
14. Hillerslev,V,272,15.9
14. Hillerslev,ALT,54,3.2
14. Hillerslev,DD,286,16.8
14. Hillerslev,EL,46,2.7
14. Jebjerg-Lyby,UP,2,0.1
14. Jebjerg-Lyby,S,606,30.8
14. Jebjerg-Lyby,R,38,1.9
14. Jebjerg-Lyby,K,92,4.7
14. Jebjerg-Lyby,NB,78,4.0
14. Jebjerg-Lyby,SF,116,5.9
14. Jebjerg-Lyby,LA,100,5.1
14. Jebjerg-Lyby,M,70,3.6
14. Jebjerg-Lyby,DF,54,2.7
14. Jebjerg-Lyby,FG,0,0.0
14. Jebjerg-Lyby,V,276,14.0
14. Jebjerg-Lyby,ALT,16,0.8
14. Jebjerg-Lyby,DD,494,25.1
14. Jebjerg-Lyby,EL,14,0.7
14. Jordløse,UP,2,0.2
14. Jordløse,S,262,31.2
14. Jordløse,R,6,0.7
14. Jordløse,K,42,5.0
14. Jordløse,NB,36,4.3
14. Jordløse,SF,42,5.0
14. Jordløse,LA,42,5.0
14. Jordløse,M,62,7.4
14. Jordløse,DF,18,2.1
14. Jordløse,FG,2,0.2
14. Jordløse,V,116,13.8
14. Jordløse,ALT,52,6.2
14. Jordløse,DD,136,16.2
14. Jordløse,EL,20,2.4
14. Jungshoved,UP,4,0.4
14. Jungshoved,S,314,31.2
14. Jungshoved,R,16,1.6
14. Jungshoved,K,32,3.2
14. Jungshoved,NB,34,3.4
14. Jungshoved,SF,102,10.1
14. Jungshoved,LA,70,7.0
14. Jungshoved,M,102,10.1
14. Jungshoved,DF,60,6.0
14. Jungshoved,FG,2,0.2
14. Jungshoved,V,74,7.4
14. Jungshoved,ALT,62,6.2
14. Jungshoved,DD,68,6.8
14. Jungshoved,EL,64,6.4
14. Kirkeby,UP,10,0.6
14. Kirkeby,S,604,34.2
14. Kirkeby,R,40,2.3
14. Kirkeby,K,58,3.3
14. Kirkeby,NB,96,5.4
14. Kirkeby,SF,82,4.6
14. Kirkeby,LA,76,4.3
14. Kirkeby,M,178,10.1
14. Kirkeby,DF,58,3.3
14. Kirkeby,FG,4,0.2
14. Kirkeby,V,210,11.9
14. Kirkeby,ALT,66,3.7
14. Kirkeby,DD,186,10.5
14. Kirkeby,EL,96,5.4
14. Kruså,UP,4,0.1
14. Kruså,S,1078,24.3
14. Kruså,R,84,1.9
14. Kruså,K,266,6.0
14. Kruså,NB,410,9.3
14. Kruså,SF,128,2.9
14. Kruså,LA,312,7.0
14. Kruså,M,396,8.9
14. Kruså,DF,184,4.2
14. Kruså,FG,4,0.1
14. Kruså,V,770,17.4
14. Kruså,ALT,74,1.7
14. Kruså,DD,650,14.7
14. Kruså,EL,62,1.4
14. Lading,UP,6,0.4
14. Lading,S,374,25.9
14. Lading,R,64,4.4
14. Lading,K,50,3.5
14. Lading,NB,80,5.5
14. Lading,SF,104,7.2
14. Lading,LA,144,10.0
14. Lading,M,132,9.1
14. Lading,DF,30,2.1
14. Lading,FG,36,2.5
14. Lading,V,162,11.2
14. Lading,ALT,36,2.5
14. Lading,DD,138,9.5
14. Lading,EL,78,5.4
14. Majbølle,UP,0,0.0
14. Majbølle,S,618,31.0
14. Majbølle,R,22,1.1
14. Majbølle,K,82,4.1
14. Majbølle,NB,120,6.0
14. Majbølle,SF,130,6.5
14. Majbølle,LA,80,4.0
14. Majbølle,M,160,8.0
14. Majbølle,DF,224,11.2
14. Majbølle,FG,0,0.0
14. Majbølle,V,188,9.4
14. Majbølle,ALT,28,1.4
14. Majbølle,DD,274,13.8
14. Majbølle,EL,66,3.3
14. Nim,UP,0,0.0
14. Nim,S,476,20.6
14. Nim,R,78,3.4
14. Nim,K,120,5.2
14. Nim,NB,164,7.1
14. Nim,SF,108,4.7
14. Nim,LA,204,8.8
14. Nim,M,224,9.7
14. Nim,DF,70,3.0
14. Nim,FG,4,0.2
14. Nim,V,414,18.0
14. Nim,ALT,54,2.3
14. Nim,DD,310,13.4
14. Nim,EL,58,2.5
14. Nr. Løgum,UP,0,0.0
14. Nr. Løgum,S,292,18.8
14. Nr. Løgum,R,10,0.6
14. Nr. Løgum,K,58,3.7
14. Nr. Løgum,NB,188,12.1
14. Nr. Løgum,SF,40,2.6
14. Nr. Løgum,LA,106,6.8
14. Nr. Løgum,M,162,10.4
14. Nr. Løgum,DF,44,2.8
14. Nr. Løgum,FG,0,0.0
14. Nr. Løgum,V,304,19.6
14. Nr. Løgum,ALT,10,0.6
14. Nr. Løgum,DD,302,19.5
14. Nr. Løgum,EL,12,0.8
14. Ringkøbing,UP,14,0.1
14. Ringkøbing,S,3008,25.1
14. Ringkøbing,R,156,1.3
14. Ringkøbing,K,1028,8.6
14. Ringkøbing,NB,284,2.4
14. Ringkøbing,SF,898,7.5
14. Ringkøbing,LA,802,6.7
14. Ringkøbing,M,800,6.7
14. Ringkøbing,DF,150,1.2
14. Ringkøbing,FG,4,0.0
14. Ringkøbing,V,2798,23.3
14. Ringkøbing,ALT,160,1.3
14. Ringkøbing,DD,1404,11.7
14. Ringkøbing,EL,222,1.8
14. Rårup,UP,2,0.1
14. Rårup,S,434,23.8
14. Rårup,R,26,1.4
14. Rårup,K,80,4.4
14. Rårup,NB,136,7.5
14. Rårup,SF,74,4.1
14. Rårup,LA,146,8.0
14. Rårup,M,158,8.7
14. Rårup,DF,60,3.3
14. Rårup,FG,8,0.4
14. Rårup,V,242,13.3
14. Rårup,ALT,32,1.8
14. Rårup,DD,352,19.3
14. Rårup,EL,56,3.1
14. Rødding,UP,0,0.0
14. Rødding,S,1116,24.3
14. Rødding,R,80,1.7
14. Rødding,K,654,14.2
14. Rødding,NB,170,3.7
14. Rødding,SF,304,6.6
14. Rødding,LA,348,7.6
14. Rødding,M,218,4.7
14. Rødding,DF,80,1.7
14. Rødding,FG,2,0.0
14. Rødding,V,776,16.9
14. Rødding,ALT,86,1.9
14. Rødding,DD,664,14.5
14. Rødding,EL,68,1.5
14. Sennels,UP,2,0.1
14. Sennels,S,562,32.2
14. Sennels,R,32,1.8
14. Sennels,K,96,5.5
14. Sennels,NB,36,2.1
14. Sennels,SF,64,3.7
14. Sennels,LA,140,8.0
14. Sennels,M,74,4.2
14. Sennels,DF,22,1.3
14. Sennels,FG,0,0.0
14. Sennels,V,412,23.6
14. Sennels,ALT,48,2.7
14. Sennels,DD,230,13.2
14. Sennels,EL,28,1.6
14. Sjørslev,UP,2,0.2
14. Sjørslev,S,298,23.0
14. Sjørslev,R,16,1.2
14. Sjørslev,K,102,7.9
14. Sjørslev,NB,96,7.4
14. Sjørslev,SF,110,8.5
14. Sjørslev,LA,92,7.1
14. Sjørslev,M,62,4.8
14. Sjørslev,DF,44,3.4
14. Sjørslev,FG,6,0.5
14. Sjørslev,V,202,15.6
14. Sjørslev,ALT,16,1.2
14. Sjørslev,DD,220,17.0
14. Sjørslev,EL,22,1.7
14. Skallerup,UP,2,0.1
14. Skallerup,S,756,34.2
14. Skallerup,R,48,2.2
14. Skallerup,K,116,5.2
14. Skallerup,NB,64,2.9
14. Skallerup,SF,102,4.6
14. Skallerup,LA,134,6.1
14. Skallerup,M,152,6.9
14. Skallerup,DF,42,1.9
14. Skallerup,FG,6,0.3
14. Skallerup,V,274,12.4
14. Skallerup,ALT,48,2.2
14. Skallerup,DD,318,14.4
14. Skallerup,EL,134,6.1
14. Skivum-Giver,UP,6,0.6
14. Skivum-Giver,S,246,24.2
14. Skivum-Giver,R,14,1.4
14. Skivum-Giver,K,58,5.7
14. Skivum-Giver,NB,78,7.7
14. Skivum-Giver,SF,58,5.7
14. Skivum-Giver,LA,40,3.9
14. Skivum-Giver,M,62,6.1
14. Skivum-Giver,DF,16,1.6
14. Skivum-Giver,FG,0,0.0
14. Skivum-Giver,V,150,14.7
14. Skivum-Giver,ALT,22,2.2
14. Skivum-Giver,DD,246,24.2
14. Skivum-Giver,EL,18,1.8
14. Starup,UP,4,0.1
14. Starup,S,1154,32.1
14. Starup,R,54,1.5
14. Starup,K,168,4.7
14. Starup,NB,166,4.6
14. Starup,SF,214,6.0
14. Starup,LA,230,6.4
14. Starup,M,350,9.7
14. Starup,DF,100,2.8
14. Starup,FG,16,0.4
14. Starup,V,602,16.8
14. Starup,ALT,44,1.2
14. Starup,DD,400,11.1
14. Starup,EL,78,2.2
14. Stige Skole,UP,10,0.1
14. Stige Skole,S,3202,38.8
14. Stige Skole,R,136,1.6
14. Stige Skole,K,468,5.7
14. Stige Skole,NB,248,3.0
14. Stige Skole,SF,652,7.9
14. Stige Skole,LA,512,6.2
14. Stige Skole,M,826,10.0
14. Stige Skole,DF,228,2.8
14. Stige Skole,FG,30,0.4
14. Stige Skole,V,850,10.3
14. Stige Skole,ALT,142,1.7
14. Stige Skole,DD,662,8.0
14. Stige Skole,EL,254,3.1
14. Thorup,UP,0,0.0
14. Thorup,S,436,29.7
14. Thorup,R,8,0.5
14. Thorup,K,24,1.6
14. Thorup,NB,90,6.1
14. Thorup,SF,66,4.5
14. Thorup,LA,56,3.8
14. Thorup,M,52,3.5
14. Thorup,DF,46,3.1
14. Thorup,FG,0,0.0
14. Thorup,V,232,15.8
14. Thorup,ALT,20,1.4
14. Thorup,DD,396,27.0
14. Thorup,EL,30,2.0
14. Tømmerup,UP,0,0.0
14. Tømmerup,S,570,28.0
14. Tømmerup,R,50,2.5
14. Tømmerup,K,76,3.7
14. Tømmerup,NB,184,9.0
14. Tømmerup,SF,128,6.3
14. Tømmerup,LA,124,6.1
14. Tømmerup,M,170,8.3
14. Tømmerup,DF,98,4.8
14. Tømmerup,FG,0,0.0
14. Tømmerup,V,324,15.9
14. Tømmerup,ALT,30,1.5
14. Tømmerup,DD,240,11.8
14. Tømmerup,EL,40,2.0
14. Ullerup,UP,2,0.1
14. Ullerup,S,632,29.7
14. Ullerup,R,38,1.8
14. Ullerup,K,74,3.5
14. Ullerup,NB,272,12.8
14. Ullerup,SF,76,3.6
14. Ullerup,LA,146,6.9
14. Ullerup,M,132,6.2
14. Ullerup,DF,70,3.3
14. Ullerup,FG,0,0.0
14. Ullerup,V,288,13.5
14. Ullerup,ALT,32,1.5
14. Ullerup,DD,326,15.3
14. Ullerup,EL,28,1.3
14. Uvelse,UP,6,0.3
14. Uvelse,S,456,24.5
14. Uvelse,R,60,3.2
14. Uvelse,K,106,5.7
14. Uvelse,NB,110,5.9
14. Uvelse,SF,112,6.0
14. Uvelse,LA,154,8.3
14. Uvelse,M,216,11.6
14. Uvelse,DF,34,1.8
14. Uvelse,FG,0,0.0
14. Uvelse,V,340,18.3
14. Uvelse,ALT,46,2.5
14. Uvelse,DD,156,8.4
14. Uvelse,EL,54,2.9
14. Vamdrup/Hjarup/Ødis,UP,0,0.0
14. Vamdrup/Hjarup/Ødis,S,2558,28.7
14. Vamdrup/Hjarup/Ødis,R,156,1.7
14. Vamdrup/Hjarup/Ødis,K,542,6.1
14. Vamdrup/Hjarup/Ødis,NB,672,7.5
14. Vamdrup/Hjarup/Ødis,SF,446,5.0
14. Vamdrup/Hjarup/Ødis,LA,562,6.3
14. Vamdrup/Hjarup/Ødis,M,724,8.1
14. Vamdrup/Hjarup/Ødis,DF,248,2.8
14. Vamdrup/Hjarup/Ødis,FG,10,0.1
14. Vamdrup/Hjarup/Ødis,V,1480,16.6
14. Vamdrup/Hjarup/Ødis,ALT,86,1.0
14. Vamdrup/Hjarup/Ødis,DD,1256,14.1
14. Vamdrup/Hjarup/Ødis,EL,120,1.3
14. Veddum-Skelund,UP,4,0.3
14. Veddum-Skelund,S,422,32.2
14. Veddum-Skelund,R,4,0.3
14. Veddum-Skelund,K,36,2.7
14. Veddum-Skelund,NB,60,4.6
14. Veddum-Skelund,SF,46,3.5
14. Veddum-Skelund,LA,80,6.1
14. Veddum-Skelund,M,34,2.6
14. Veddum-Skelund,DF,18,1.4
14. Veddum-Skelund,FG,0,0.0
14. Veddum-Skelund,V,88,6.7
14. Veddum-Skelund,ALT,18,1.4
14. Veddum-Skelund,DD,460,35.1
14. Veddum-Skelund,EL,40,3.0
14. Vejen,UP,20,0.2
14. Vejen,S,3492,32.6
14. Vejen,R,172,1.6
14. Vejen,K,558,5.2
14. Vejen,NB,616,5.7
14. Vejen,SF,524,4.9
14. Vejen,LA,804,7.5
14. Vejen,M,930,8.7
14. Vejen,DF,332,3.1
14. Vejen,FG,20,0.2
14. Vejen,V,1744,16.3
14. Vejen,ALT,104,1.0
14. Vejen,DD,1182,11.0
14. Vejen,EL,200,1.9
14. Vesterkærets Skole,UP,10,0.2
14. Vesterkærets Skole,S,2028,35.2
14. Vesterkærets Skole,R,220,3.8
14. Vesterkærets Skole,K,192,3.3
14. Vesterkærets Skole,NB,130,2.3
14. Vesterkærets Skole,SF,582,10.1
14. Vesterkærets Skole,LA,552,9.6
14. Vesterkærets Skole,M,352,6.1
14. Vesterkærets Skole,DF,96,1.7
14. Vesterkærets Skole,FG,34,0.6
14. Vesterkærets Skole,V,520,9.0
14. Vesterkærets Skole,ALT,236,4.1
14. Vesterkærets Skole,DD,356,6.2
14. Vesterkærets Skole,EL,434,7.5
14. Volstrup,UP,2,0.2
14. Volstrup,S,258,31.0
14. Volstrup,R,6,0.7
14. Volstrup,K,18,2.2
14. Volstrup,NB,62,7.5
14. Volstrup,SF,28,3.4
14. Volstrup,LA,36,4.3
14. Volstrup,M,28,3.4
14. Volstrup,DF,8,1.0
14. Volstrup,FG,0,0.0
14. Volstrup,V,128,15.4
14. Volstrup,ALT,6,0.7
14. Volstrup,DD,236,28.4
14. Volstrup,EL,16,1.9
14. Ørslev,UP,6,0.6
14. Ørslev,S,296,28.4
14. Ørslev,R,20,1.9
14. Ørslev,K,58,5.6
14. Ørslev,NB,82,7.9
14. Ørslev,SF,62,6.0
14. Ørslev,LA,68,6.5
14. Ørslev,M,84,8.1
14. Ørslev,DF,50,4.8
14. Ørslev,FG,4,0.4
14. Ørslev,V,114,10.9
14. Ørslev,ALT,16,1.5
14. Ørslev,DD,140,13.4
14. Ørslev,EL,40,3.8
15. Balling,UP,0,0.0
15. Balling,S,628,29.9
15. Balling,R,18,0.9
15. Balling,K,84,4.0
15. Balling,NB,68,3.2
15. Balling,SF,142,6.8
15. Balling,LA,94,4.5
15. Balling,M,84,4.0
15. Balling,DF,34,1.6
15. Balling,FG,2,0.1
15. Balling,V,314,15.0
15. Balling,ALT,10,0.5
15. Balling,DD,592,28.2
15. Balling,EL,20,1.0
15. Baunehøj,UP,4,0.1
15. Baunehøj,S,1208,25.1
15. Baunehøj,R,130,2.7
15. Baunehøj,K,354,7.3
15. Baunehøj,NB,168,3.5
15. Baunehøj,SF,414,8.6
15. Baunehøj,LA,430,8.9
15. Baunehøj,M,772,16.0
15. Baunehøj,DF,192,4.0
15. Baunehøj,FG,6,0.1
15. Baunehøj,V,662,13.7
15. Baunehøj,ALT,90,1.9
15. Baunehøj,DD,322,6.7
15. Baunehøj,EL,64,1.3
15. Bedsted,UP,0,0.0
15. Bedsted,S,162,18.7
15. Bedsted,R,14,1.6
15. Bedsted,K,38,4.4
15. Bedsted,NB,88,10.2
15. Bedsted,SF,36,4.2
15. Bedsted,LA,40,4.6
15. Bedsted,M,66,7.6
15. Bedsted,DF,24,2.8
15. Bedsted,FG,0,0.0
15. Bedsted,V,198,22.9
15. Bedsted,ALT,0,0.0
15. Bedsted,DD,162,18.7
15. Bedsted,EL,12,1.4
15. Bjæverskov,UP,2,0.0
15. Bjæverskov,S,1010,22.7
15. Bjæverskov,R,70,1.6
15. Bjæverskov,K,164,3.7
15. Bjæverskov,NB,230,5.2
15. Bjæverskov,SF,364,8.2
15. Bjæverskov,LA,380,8.6
15. Bjæverskov,M,488,11.0
15. Bjæverskov,DF,168,3.8
15. Bjæverskov,FG,36,0.8
15. Bjæverskov,V,1006,22.6
15. Bjæverskov,ALT,48,1.1
15. Bjæverskov,DD,426,9.6
15. Bjæverskov,EL,46,1.0
15. Broager,UP,2,0.0
15. Broager,S,1884,33.3
15. Broager,R,88,1.6
15. Broager,K,238,4.2
15. Broager,NB,460,8.1
15. Broager,SF,236,4.2
15. Broager,LA,360,6.4
15. Broager,M,436,7.7
15. Broager,DF,176,3.1
15. Broager,FG,12,0.2
15. Broager,V,956,16.9
15. Broager,ALT,46,0.8
15. Broager,DD,620,11.0
15. Broager,EL,126,2.2
15. Brylle,UP,2,0.1
15. Brylle,S,764,32.7
15. Brylle,R,44,1.9
15. Brylle,K,132,5.7
15. Brylle,NB,82,3.5
15. Brylle,SF,166,7.1
15. Brylle,LA,146,6.2
15. Brylle,M,206,8.8
15. Brylle,DF,70,3.0
15. Brylle,FG,2,0.1
15. Brylle,V,378,16.2
15. Brylle,ALT,44,1.9
15. Brylle,DD,254,10.9
15. Brylle,EL,36,1.5
15. Chr.Feld/Stepping/Taps/Hejls,UP,2,0.0
15. Chr.Feld/Stepping/Taps/Hejls,S,2292,27.0
15. Chr.Feld/Stepping/Taps/Hejls,R,180,2.1
15. Chr.Feld/Stepping/Taps/Hejls,K,350,4.1
15. Chr.Feld/Stepping/Taps/Hejls,NB,726,8.6
15. Chr.Feld/Stepping/Taps/Hejls,SF,484,5.7
15. Chr.Feld/Stepping/Taps/Hejls,LA,552,6.5
15. Chr.Feld/Stepping/Taps/Hejls,M,770,9.1
15. Chr.Feld/Stepping/Taps/Hejls,DF,312,3.7
15. Chr.Feld/Stepping/Taps/Hejls,FG,20,0.2
15. Chr.Feld/Stepping/Taps/Hejls,V,1306,15.4
15. Chr.Feld/Stepping/Taps/Hejls,ALT,92,1.1
15. Chr.Feld/Stepping/Taps/Hejls,DD,1192,14.0
15. Chr.Feld/Stepping/Taps/Hejls,EL,116,1.4
15. Glud,UP,4,0.1
15. Glud,S,790,26.0
15. Glud,R,38,1.3
15. Glud,K,122,4.0
15. Glud,NB,164,5.4
15. Glud,SF,174,5.7
15. Glud,LA,290,9.5
15. Glud,M,238,7.8
15. Glud,DF,128,4.2
15. Glud,FG,4,0.1
15. Glud,V,486,16.0
15. Glud,ALT,40,1.3
15. Glud,DD,486,16.0
15. Glud,EL,58,1.9
15. Gullestrup,UP,6,0.3
15. Gullestrup,S,600,27.7
15. Gullestrup,R,36,1.7
15. Gullestrup,K,102,4.7
15. Gullestrup,NB,54,2.5
15. Gullestrup,SF,186,8.6
15. Gullestrup,LA,164,7.6
15. Gullestrup,M,120,5.5
15. Gullestrup,DF,64,3.0
15. Gullestrup,FG,46,2.1
15. Gullestrup,V,314,14.5
15. Gullestrup,ALT,60,2.8
15. Gullestrup,DD,220,10.1
15. Gullestrup,EL,128,5.9
15. Haraldslund,UP,8,0.1
15. Haraldslund,S,2280,21.2
15. Haraldslund,R,820,7.6
15. Haraldslund,K,428,4.0
15. Haraldslund,NB,176,1.6
15. Haraldslund,SF,924,8.6
15. Haraldslund,LA,1766,16.4
15. Haraldslund,M,1044,9.7
15. Haraldslund,DF,76,0.7
15. Haraldslund,FG,64,0.6
15. Haraldslund,V,1400,13.0
15. Haraldslund,ALT,530,4.9
15. Haraldslund,DD,364,3.4
15. Haraldslund,EL,872,8.1
15. Hjørring - Nord,UP,12,0.1
15. Hjørring - Nord,S,3476,40.7
15. Hjørring - Nord,R,144,1.7
15. Hjørring - Nord,K,468,5.5
15. Hjørring - Nord,NB,238,2.8
15. Hjørring - Nord,SF,452,5.3
15. Hjørring - Nord,LA,542,6.3
15. Hjørring - Nord,M,600,7.0
15. Hjørring - Nord,DF,152,1.8
15. Hjørring - Nord,FG,8,0.1
15. Hjørring - Nord,V,1140,13.3
15. Hjørring - Nord,ALT,86,1.0
15. Hjørring - Nord,DD,1012,11.9
15. Hjørring - Nord,EL,180,2.1
15. Klitmøller,UP,0,0.0
15. Klitmøller,S,412,26.7
15. Klitmøller,R,70,4.5
15. Klitmøller,K,34,2.2
15. Klitmøller,NB,28,1.8
15. Klitmøller,SF,138,8.9
15. Klitmøller,LA,96,6.2
15. Klitmøller,M,150,9.7
15. Klitmøller,DF,18,1.2
15. Klitmøller,FG,20,1.3
15. Klitmøller,V,164,10.6
15. Klitmøller,ALT,206,13.3
15. Klitmøller,DD,114,7.4
15. Klitmøller,EL,80,5.2
15. Kultur-Aktivitetshuset Gassum,UP,4,0.4
15. Kultur-Aktivitetshuset Gassum,S,294,28.1
15. Kultur-Aktivitetshuset Gassum,R,10,1.0
15. Kultur-Aktivitetshuset Gassum,K,26,2.5
15. Kultur-Aktivitetshuset Gassum,NB,78,7.4
15. Kultur-Aktivitetshuset Gassum,SF,40,3.8
15. Kultur-Aktivitetshuset Gassum,LA,84,8.0
15. Kultur-Aktivitetshuset Gassum,M,44,4.2
15. Kultur-Aktivitetshuset Gassum,DF,56,5.3
15. Kultur-Aktivitetshuset Gassum,FG,2,0.2
15. Kultur-Aktivitetshuset Gassum,V,134,12.8
15. Kultur-Aktivitetshuset Gassum,ALT,8,0.8
15. Kultur-Aktivitetshuset Gassum,DD,250,23.9
15. Kultur-Aktivitetshuset Gassum,EL,10,1.0
15. Læborg,UP,2,0.2
15. Læborg,S,152,16.8
15. Læborg,R,14,1.5
15. Læborg,K,36,4.0
15. Læborg,NB,68,7.5
15. Læborg,SF,56,6.2
15. Læborg,LA,76,8.4
15. Læborg,M,82,9.1
15. Læborg,DF,40,4.4
15. Læborg,FG,0,0.0
15. Læborg,V,218,24.1
15. Læborg,ALT,14,1.5
15. Læborg,DD,140,15.5
15. Læborg,EL,6,0.7
15. Læsø,UP,0,0.0
15. Læsø,S,644,26.2
15. Læsø,R,20,0.8
15. Læsø,K,150,6.1
15. Læsø,NB,170,6.9
15. Læsø,SF,122,5.0
15. Læsø,LA,100,4.1
15. Læsø,M,152,6.2
15. Læsø,DF,116,4.7
15. Læsø,FG,6,0.2
15. Læsø,V,366,14.9
15. Læsø,ALT,40,1.6
15. Læsø,DD,492,20.0
15. Læsø,EL,64,2.6
15. Mern,UP,8,0.4
15. Mern,S,718,31.6
15. Mern,R,40,1.8
15. Mern,K,70,3.1
15. Mern,NB,142,6.3
15. Mern,SF,188,8.3
15. Mern,LA,94,4.1
15. Mern,M,266,11.7
15. Mern,DF,104,4.6
15. Mern,FG,2,0.1
15. Mern,V,232,10.2
15. Mern,ALT,76,3.3
15. Mern,DD,262,11.5
15. Mern,EL,60,2.6
15. Orø,UP,6,0.4
15. Orø,S,434,30.9
15. Orø,R,24,1.7
15. Orø,K,46,3.3
15. Orø,NB,52,3.7
15. Orø,SF,230,16.4
15. Orø,LA,54,3.8
15. Orø,M,148,10.5
15. Orø,DF,46,3.3
15. Orø,FG,2,0.1
15. Orø,V,64,4.6
15. Orø,ALT,40,2.8
15. Orø,DD,118,8.4
15. Orø,EL,138,9.8
15. Outrup,UP,4,0.2
15. Outrup,S,406,22.0
15. Outrup,R,24,1.3
15. Outrup,K,112,6.1
15. Outrup,NB,130,7.0
15. Outrup,SF,76,4.1
15. Outrup,LA,106,5.7
15. Outrup,M,144,7.8
15. Outrup,DF,56,3.0
15. Outrup,FG,0,0.0
15. Outrup,V,468,25.4
15. Outrup,ALT,14,0.8
15. Outrup,DD,278,15.1
15. Outrup,EL,16,0.9
15. Padborg,UP,6,0.1
15. Padborg,S,1520,29.1
15. Padborg,R,70,1.3
15. Padborg,K,238,4.6
15. Padborg,NB,444,8.5
15. Padborg,SF,162,3.1
15. Padborg,LA,264,5.1
15. Padborg,M,384,7.4
15. Padborg,DF,200,3.8
15. Padborg,FG,30,0.6
15. Padborg,V,808,15.5
15. Padborg,ALT,30,0.6
15. Padborg,DD,954,18.3
15. Padborg,EL,102,2.0
15. Ringe,UP,2,0.0
15. Ringe,S,3512,34.2
15. Ringe,R,240,2.3
15. Ringe,K,474,4.6
15. Ringe,NB,390,3.8
15. Ringe,SF,808,7.9
15. Ringe,LA,636,6.2
15. Ringe,M,1096,10.7
15. Ringe,DF,258,2.5
15. Ringe,FG,24,0.2
15. Ringe,V,1350,13.2
15. Ringe,ALT,212,2.1
15. Ringe,DD,892,8.7
15. Ringe,EL,316,3.1
15. Rødkilde Gymnasium Syd,UP,8,0.1
15. Rødkilde Gymnasium Syd,S,1562,27.4
15. Rødkilde Gymnasium Syd,R,182,3.2
15. Rødkilde Gymnasium Syd,K,304,5.3
15. Rødkilde Gymnasium Syd,NB,206,3.6
15. Rødkilde Gymnasium Syd,SF,476,8.4
15. Rødkilde Gymnasium Syd,LA,566,9.9
15. Rødkilde Gymnasium Syd,M,550,9.7
